org,count,category,code_id,code_display,concept_id,concept_name,vocab
ZZZ,1,영상검사,RP285X2^^02,Clavicle Both AP & Cephalic 30 & Caudal 30,3.98E+12,Plain X-ray of bilateral clavicles (procedure),SNOMED
XXX,11,영상검사,RP243X4^^02,Elbow Both AP & Lat & Obl,3.99E+12,Plain X-ray of bilateral elbows (procedure),SNOMED
XXX,1,영상검사,RP242B^^02,Elbow Both Lat,3.99E+12,Plain X-ray of bilateral elbows (procedure),SNOMED
XXX,23,영상검사,RP293X1^^02,Femur Both AP & Lat,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
XXX,7,영상검사,RP293X4^^02,Femur Both AP & Lat & Obl,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
YYY,2,영상검사,RP292B^^02,Femur Both Lat,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
YYY,2,영상검사,RP291B^^02,Femur Both AP,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
YYY,1,영상검사,RP293X1^^01,Femur Both AP & Lat,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
ZZZ,1,영상검사,RP295X1^^02,Femur Both Entire AP & Lat,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
XXX,1,영상검사,RP292B^^01,Femur Both Lat,4.00E+12,Plain X-ray of bilateral femurs (procedure),SNOMED
XXX,2,영상검사,RP233X1^^02,Forearm Both AP & Lat,4.02E+12,Plain X-ray of bilateral forearms (procedure),SNOMED
XXX,49,영상검사,RP213X1^^02,Hand Both AP & Oblique,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
XXX,28,영상검사,RP213X1^^01,Hand Both AP & Oblique,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
XXX,14,영상검사,RP212B^^01,Hand Both Lat,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
YYY,7,영상검사,RP213X4^^02,Hand Both AP & Lat,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
YYY,5,영상검사,RP212B^^02,Hand Both Lat,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
YYY,4,영상검사,RP211B^^02,Hand Both AP,4.04E+12,Plain X-ray of bilateral hands (procedure),SNOMED
ZZZ,27,영상검사,RP201^^02,Hip Both AP,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,14,영상검사,RP208B^^02,Hip Both AP & Lat & Axial,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,11,영상검사,RP203B^^02,Hip Both Lat,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,11,영상검사,RP208B^^01,Hip Both AP & Lat & Axial,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,9,영상검사,RP204X1^^02,Hip Both AP & Lat,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,7,영상검사,RP204B^^02,Hip Both Axial,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
YYY,6,영상검사,RP201^^01,Hip Both AP,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
YYY,2,영상검사,RP210X12^^02,Hip Both Dunn View,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
YYY,1,영상검사,RP203B^^01,Hip Both Lat,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
ZZZ,1,영상검사,RP205B^^01,Hip Both Internal Rotation,4.05E+12,Plain X-ray of bilateral hips (procedure),SNOMED
XXX,7,영상검사,RP252X1^^02,Humerus Both AP & Lat,4.06E+12,Plain X-ray of bilateral humeri (procedure),SNOMED
XXX,1,영상검사,RP251B^^02,Humerus Both AP,4.06E+12,Plain X-ray of bilateral humeri (procedure),SNOMED
XXX,72,영상검사,RP261^^02,Shoulder Both AP,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
XXX,57,영상검사,RP265B^^02,Shoulder Both Axial,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
YYY,56,영상검사,RP268B^^02,Supraspinatus Outlet Both View,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
YYY,53,영상검사,RP264B^^02,Shoulder Both Lat,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
YYY,30,영상검사,RP265B^^01,Shoulder Both Axial,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
ZZZ,30,영상검사,RP268B^^01,Supraspinatus Outlet Both View,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
ZZZ,29,영상검사,RP261^^01,Shoulder Both AP,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
XXX,20,영상검사,RP264X1^^02,Shoulder Both AP & Lat,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
XXX,2,영상검사,RP266B^^01,Shoulder Both Trauma Series,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
XXX,1,영상검사,RP266B^^02,Shoulder Both Trauma Series,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
XXX,1,영상검사,RP264X1^^01,Shoulder Both AP & Lat,4.11E+12,Plain X-ray of bilateral shoulders (procedure),SNOMED
YYY,6,영상검사,RP313X4^^02,Tibia Both AP & Obl & Lat,4.13E+12,Plain X-ray of bilateral tibia and bilateral fibula (procedure),SNOMED
YYY,4,영상검사,RP313X1^^02,Tibia Both AP & Lat,4.13E+12,Plain X-ray of bilateral tibia and bilateral fibula (procedure),SNOMED
YYY,2,영상검사,RP313X1^^01,Tibia Both AP & Lat,4.13E+12,Plain X-ray of bilateral tibia and bilateral fibula (procedure),SNOMED
ZZZ,6,영상검사,RP222B^^02,Wrist Both Lat,4.14E+12,Plain X-ray of bilateral wrists (procedure),SNOMED
XXX,5,영상검사,RP221B^^02,Wrist Both AP,4.14E+12,Plain X-ray of bilateral wrists (procedure),SNOMED
XXX,1,영상검사,RP221B^^01,Wrist Both AP,4.14E+12,Plain X-ray of bilateral wrists (procedure),SNOMED
XXX,1,영상검사,RH123R^^02,Subclavian Arteriography(Rt),4.27E+12,Angiography of right subclavian artery (procedure),SNOMED
XXX,3,영상검사,RS588L1^^02,Fluoroscopy (Diagnosis) + Knee AP + Lateral (Lt),4.41E+12,Fluoroscopic arthrography of left knee (procedure),SNOMED
XXX,1,영상검사,RS588L^^02,Fluoroscopy (Diagnosis) + Knee Lateral (Lt),4.41E+12,Fluoroscopic arthrography of left knee (procedure),SNOMED
YYY,1,영상검사,RS588L1^^01,Fluoroscopy (Diagnosis) + Knee AP + Lateral (Lt),4.41E+12,Fluoroscopic arthrography of left knee (procedure),SNOMED
YYY,1,영상검사,RS588R^^02,Fluoroscopy (Diagnosis) + Knee Lateral (Rt),4.42E+12,Fluoroscopic arthrography of right knee (procedure),SNOMED
YYY,1,영상검사,RH151L^^01,Brachial Arteriography(Lt),4.63E+12,Angiography of left brachial artery (procedure),SNOMED
ZZZ,8,영상검사,RS588B1^^02,Fluoroscopy (Diagnosis) + Knee AP + Lateral (Both),5.06E+12,Fluoroscopic arthrography of bilateral knees (procedure),SNOMED
XXX,3,영상검사,RS588B^^02,Fluoroscopy (Diagnosis)+ Knee Lateral (Both),5.06E+12,Fluoroscopic arthrography of bilateral knees (procedure),SNOMED
XXX,1,영상검사,RU0623T^^02,US Guided 2 Frozen Biopsy(breast)Bilateral,5.18E+12,Biopsy of bilateral breasts using ultrasonographic guidance (procedure),SNOMED
XXX,1,영상검사,RU06233^^02,US Guided 2 Biopsy(breast)Bilateral,5.18E+12,Biopsy of bilateral breasts using ultrasonographic guidance (procedure),SNOMED
XXX,8,영상검사,RP215L^^02,Finger Lt Lat,6.13E+12,Plain X-ray of all fingers of left hand (procedure),SNOMED
XXX,1,영상검사,RP217X1^^02,Finger Lt AP & Lat,6.13E+12,Plain X-ray of all fingers of left hand (procedure),SNOMED
YYY,1,영상검사,RP217X1^^01,Finger Lt AP & Lat,6.13E+12,Plain X-ray of all fingers of left hand (procedure),SNOMED
YYY,1,영상검사,RP217X3^^01,Finger Lt AP & Lat Both Obl,6.13E+12,Plain X-ray of all fingers of left hand (procedure),SNOMED
YYY,9,영상검사,RP217X4^^02,Finger Rt AP & Lat Both Obl,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
ZZZ,8,영상검사,RP215R^^02,Finger Rt Lat,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
XXX,4,영상검사,RP217X2^^01,Finger Rt AP & Lat,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
XXX,2,영상검사,RP217X2^^02,Finger Rt AP & Lat,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
XXX,2,영상검사,RP217X4^^01,Finger Rt AP & Lat Both Obl,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
XXX,1,영상검사,RP215R^^01,Finger Rt Lat,6.14E+12,Plain X-ray of all fingers of right hand (procedure),SNOMED
YYY,12,영상검사,RP334L^^02,Foot Lt Toe Lat,6.20E+12,Plain X-ray of all toes of left foot (procedure),SNOMED
YYY,1,영상검사,RP334L^^01,Foot Lt Toe Lat,6.20E+12,Plain X-ray of all toes of left foot (procedure),SNOMED
YYY,1,영상검사,RP334X5^^02,Foot LT Toe AP & Lat & Oblique,6.20E+12,Plain X-ray of all toes of left foot (procedure),SNOMED
ZZZ,4,영상검사,RP334R^^02,Foot Rt Toe Lat,6.21E+12,Plain X-ray of all toes of right foot (procedure),SNOMED
ZZZ,3,영상검사,RP334X3^^02,Foot Rt Toe AP & Lat,6.21E+12,Plain X-ray of all toes of right foot (procedure),SNOMED
XXX,1,영상검사,RU111A^^02,US Lower Doppler(Lt)-Artery,6.23E+12,Doppler ultrasonography of artery of left lower limb (procedure),SNOMED
XXX,1,영상검사,RWE419AL^^02,(MRI)Read Out Film (Tibia Lt) -응급실용,6.71E+12,Magnetic resonance imaging of left tibia and fibula (procedure),SNOMED
XXX,1,영상검사,RW419AL^^02,(MRI)Read Out Film (Tibia Lt),6.71E+12,Magnetic resonance imaging of left tibia and fibula (procedure),SNOMED
XXX,1,영상검사,RW419AR^^02,(MRI)Read Out Film (Tibia Rt),6.73E+12,Magnetic resonance imaging of right tibia and fibula (procedure),SNOMED
YYY,1,영상검사,RU110^^02,US Lower Doppler(Both)-Artery,6.75E+12,Doppler ultrasonography of arteries of bilateral lower limbs (procedure),SNOMED
YYY,1,영상검사,RU110^^01,US Lower Doppler(Both)-Artery,6.75E+12,Doppler ultrasonography of arteries of bilateral lower limbs (procedure),SNOMED
YYY,9,영상검사,RC071S^^02,◈CT 3D Abdomen/Pelvis Trauma (C),1.30E+13,"Computed tomography 3 dimensional reconstruction of abdominal, pelvic cross-sectional segment of trunk with contrast (procedure)",SNOMED
ZZZ,2,영상검사,RC071S^^01,◈CT 3D Abdomen & Pelvis (Trauma),1.30E+13,"Computed tomography 3 dimensional reconstruction of abdominal, pelvic cross-sectional segment of trunk with contrast (procedure)",SNOMED
XXX,5,영상검사,RC044V^^02,◈CT Heart Aortic Valve (C),1.31E+13,Computed tomography 3 dimensional reconstruction of aorta with contrast (procedure),SNOMED
XXX,7,영상검사,RC071FC^^02,CT 3D Cervical Spine,1.31E+13,Computed tomography 3 dimensional reconstruction of cervical spine(procedure),SNOMED
XXX,5,영상검사,RC071FC^^01,CT 3D C-Spine,1.31E+13,Computed tomography 3 dimensional reconstruction of cervical spine(procedure),SNOMED
XXX,9,영상검사,RC071DW^^02,◈■CT 3D Chest Trauma (C) 동시 촬영 조영제 미청구,1.32E+13,Computed tomography 3 dimensional reconstruction of chest with contrast (procedure),SNOMED
XXX,2,영상검사,RC071DW^^01,◈■CT 3D Chest (복부 동시검사용),1.32E+13,Computed tomography 3 dimensional reconstruction of chest with contrast (procedure),SNOMED
YYY,1,영상검사,RC071DB^^02,◈CT 3D Chest Trauma Bleeding (C),1.32E+13,Computed tomography 3 dimensional reconstruction of chest with contrast (procedure),SNOMED
YYY,1,영상검사,RC071D^^02,◈CT 3D Chest Trauma (C),1.32E+13,Computed tomography 3 dimensional reconstruction of chest with contrast (procedure),SNOMED
YYY,27,영상검사,RC071B^^02,CT 3D Facial Bone,1.32E+13,Computed tomography 3 dimensional reconstruction of facial bone (procedure),SNOMED
ZZZ,7,영상검사,RC071B^^01,CT 3D Facial Bone,1.32E+13,Computed tomography 3 dimensional reconstruction of facial bone (procedure),SNOMED
XXX,1,영상검사,RC078B^^01,CT 3D Foot Both,1.33E+13,Computed tomography 3 dimensional reconstruction of foot (procedure),SNOMED
XXX,17,영상검사,RC5102H^^01,◈CT 3D Head + Neck Angiography,1.33E+13,Computed tomography 3 dimensional reconstruction of head and neck (procedure),SNOMED
XXX,79,영상검사,RC044^^02,◈CT Heart (C),1.33E+13,Computed tomography 3 dimensional reconstruction of heart with contrast (procedure),SNOMED
XXX,2,영상검사,RC044P^^01,◈CT 3D Heart Ped (Pediatrics),1.33E+13,Computed tomography 3 dimensional reconstruction of heart with contrast (procedure),SNOMED
XXX,3,영상검사,RC5101^^01,◈CT 3D Head Angiography,1.36E+13,Computed tomography 3 dimensional reconstruction of vascular structure of head with contrast (procedure),SNOMED
YYY,271,영상검사,RC5601L^^02,◈CT 3D Lower Extremity Angiography (C),1.36E+13,Computed tomography 3 dimensional reconstruction of vascular structure of lower limb with contrast (procedure),SNOMED
YYY,1,영상검사,RC044CA^^02,◈CT 3D Neck Angiography (C) 동시 촬영,1.36E+13,Computed tomography 3 dimensional reconstruction of vascular structure of neck with contrast (procedure),SNOMED
YYY,26,영상검사,R5332^^02,[RT]CT Abdomen Limited,1.37E+13,Computed tomography limited studies of abdomen (procedure),SNOMED
ZZZ,24,영상검사,R5332^^01,[RT]CT Abdomen Limited,1.37E+13,Computed tomography limited studies of abdomen (procedure),SNOMED
XXX,27,영상검사,R5333^^01,◈[RT]CT Abdomen Limited with Contrast,1.37E+13,Computed tomography limited studies of abdomen with contrast (procedure),SNOMED
XXX,18,영상검사,R5333^^02,◈[RT]CT Abdomen Limited with Contrast,1.37E+13,Computed tomography limited studies of abdomen with contrast (procedure),SNOMED
XXX,4,영상검사,R5320^^02,[RT]CT Brain Limited,1.37E+13,Computed tomography limited studies of brain (procedure),SNOMED
XXX,4,영상검사,R5320^^01,[RT]CT Brain Limited,1.37E+13,Computed tomography limited studies of brain (procedure),SNOMED
YYY,2,영상검사,RU1131A^^01,US Upper Doppler(Lt)-Vein,1.45E+13,Doppler ultrasonography of vein of left upper limb (procedure),SNOMED
YYY,1,영상검사,RU1131A^^02,US Upper Doppler(Lt)-Vein,1.45E+13,Doppler ultrasonography of vein of left upper limb (procedure),SNOMED
YYY,3,영상검사,RM015C^^01,◈MRI Orbit + Diffusion (C),1.77E+13,Diffusion weighted magnetic resonance imaging of orbit with contrast (procedure),SNOMED
ZZZ,5,영상검사,RU1111^^02,US Lower Doppler(Rt)-Vein(DVT),1.79E+13,Doppler ultrasonography of vein of right lower limb (procedure),SNOMED
ZZZ,3,영상검사,RU1111A^^02,US Lower Doppler(Lt)-Vein(DVT),1.81E+13,Doppler ultrasonography of vein of left lower limb (procedure),SNOMED
XXX,3,영상검사,RU1111A^^01,US Lower Doppler(Lt)-Vein(DVT),1.81E+13,Doppler ultrasonography of vein of left lower limb (procedure),SNOMED
XXX,146,영상검사,RU1101^^02,US Lower Doppler(Both)-Vein(DVT),1.83E+13,Doppler ultrasonography of veins of bilateral lower limbs (procedure),SNOMED
XXX,13,영상검사,RU1101^^01,US Lower Doppler(Both)-Vein(DVT),1.83E+13,Doppler ultrasonography of veins of bilateral lower limbs (procedure),SNOMED
XXX,5,영상검사,RU114^^02,US Lower Doppler(Both)-Varicose Vein,1.83E+13,Doppler ultrasonography of veins of bilateral lower limbs (procedure),SNOMED
YYY,4,영상검사,RU114^^01,US Lower Doppler(Both)-Varicose Vein,1.83E+13,Doppler ultrasonography of veins of bilateral lower limbs (procedure),SNOMED
YYY,2,영상검사,RU114C^^02,US Lower Doppler(Both)-Varicose Vein (CS/OTGS전용),1.83E+13,Doppler ultrasonography of veins of bilateral lower limbs (procedure),SNOMED
YYY,1,영상검사,RU042X^^02,US Axilla Doppler -WGS,1.91E+13,Doppler ultrasonography of axilla (procedure),SNOMED
ZZZ,1,영상검사,RW420R^^02,(MRI)Read Out Film (Ankle Joint Rt),2.00E+13,Magnetic resonance arthrography of right ankle (procedure),SNOMED
XXX,2,영상검사,RG104B^^02,Mammography Magnification Both,3.95E+13,Mammogram magnification of bilateral breast (procedure),SNOMED
XXX,4,영상검사,RG104L^^02,Mammography Magnification Lt,3.95E+13,Mammogram magnification of left breast (procedure),SNOMED
XXX,3,영상검사,RG104R^^02,Mammography Magnification Rt,3.95E+13,Mammogram magnification of right breast (procedure),SNOMED
XXX,1,영상검사,RG104R^^01,Mammography Magnification Rt- 2 sheets,3.95E+13,Mammogram magnification of right breast (procedure),SNOMED
XXX,3,영상검사,RH40^^02,Fluroscopic Foreign Body Removal,5.62E+13,Removal of foreign body using fluoroscopic guidance (procedure),SNOMED
YYY,6,영상검사,RHUSAVF^^02,US Guide (FOR Vascular procedure-AVF)_혈관조영실용,6.59E+13,Ultrasonic guidance procedure of blood vessel (procedure),SNOMED
YYY,2,영상검사,RP337B^^02,Foot Both Sesamoid Axial View,6.76E+13,X-ray of both feet of sesamoid bone (procedure),SNOMED
YYY,3,영상검사,RP05A^^02,Zygomatic Arch,6.77E+13,X-ray of zygomatic arch (procedure),SNOMED
ZZZ,1,영상검사,R5329^^02,◈[RT]CT Neck Limited with Contrast,7.03E+13,Computed tomography limited studies of neck with contrast (procedure),SNOMED
XXX,9,영상검사,R5330^^02,[RT]CT Chest Limited,7.03E+13,Computed tomography limited studies of chest (procedure),SNOMED
XXX,1,영상검사,R5330^^01,[RT]CT Chest Limited,7.03E+13,Computed tomography limited studies of chest (procedure),SNOMED
XXX,10,영상검사,R5331^^02,◈[RT]CT Chest Limited with Contrast,7.03E+13,Computed tomography limited studies of chest with contrast (procedure),SNOMED
XXX,5,영상검사,R5331^^01,◈[RT]CT Chest Limited with Contrast,7.03E+13,Computed tomography limited studies of chest with contrast (procedure),SNOMED
XXX,22,영상검사,R5334^^02,[RT]CT Spine Limited,7.03E+13,Computed tomography limited studies of spine (procedure),SNOMED
YYY,7,영상검사,R5334^^01,[RT]CT Spine Limited,7.03E+13,Computed tomography limited studies of spine (procedure),SNOMED
YYY,3,영상검사,R5335^^01,◈[RT]CT Spine Limited with Contrast,7.04E+13,Computed tomography limited studies of spine with contrast (procedure),SNOMED
YYY,1,영상검사,R5335^^02,◈[RT]CT Spine Limited with Contrast,7.04E+13,Computed tomography limited studies of spine with contrast (procedure),SNOMED
ZZZ,1,영상검사,R5339^^02,◈[RT]CT Upper Extremity Limited with Contrast,7.04E+13,Computed tomography limited studies of upper limb with contrast (procedure),SNOMED
XXX,4,영상검사,R5340^^02,[RT]CT Lower Extremity Limited,7.04E+13,Computed tomography limited studies of lower limb (procedure),SNOMED
XXX,2,영상검사,R5341^^02,◈[RT]CT Lower Extremity Limited with Contrast,7.04E+13,Computed tomography limited studies of lower limb with contrast (procedure),SNOMED
XXX,4,영상검사,R5342^^02,[RT]CT Breast Limited,7.04E+13,Computed tomography limited studies of breast (procedure),SNOMED
XXX,2,영상검사,R5342^^01,[RT]CT Breast Limited,7.04E+13,Computed tomography limited studies of breast (procedure),SNOMED
YYY,2,영상검사,R53421^^02,◈[RT]CT Breast Limited with Contrast,7.04E+13,Computed tomography limited studies of breast with contrast (procedure),SNOMED
YYY,60,영상검사,RC011E^^02,CT Brain Stroke,7.06E+13,Computed tomography of brain for stroke (procedure),SNOMED
YYY,1,영상검사,RC042P^^01,CT Chest Pneumothorax,7.06E+13,Computed tomography of chest for pneumothorax (procedure),SNOMED
ZZZ,1,영상검사,RC042P^^02,CT Chest Pneumothorax,7.06E+13,Computed tomography of chest for pneumothorax (procedure),SNOMED
ZZZ,5,영상검사,RC043^^02,◈CT Chest Hemoptysis (C),7.06E+13,Computed tomography of thorax with contrast for hemoptysis (procedure),SNOMED
XXX,3,영상검사,RC043W^^02,◈■CT Chest Hemoptysis (C) 동시 촬영 조영제 미청구,7.06E+13,Computed tomography of thorax with contrast for hemoptysis (procedure),SNOMED
XXX,5,영상검사,RC043^^01,◈CT Chest Hemoptysis,7.06E+13,Computed tomography of thorax for hemoptysis (procedure),SNOMED
XXX,40,영상검사,RC044^^01,◈CT 3D Heart,7.07E+13,Computed tomography 3 dimensional reconstruction of heart (procedure),SNOMED
XXX,1,영상검사,RC044T^^01,◈CT 3D Heart TAVI,7.07E+13,Computed tomography 3 dimensional reconstruction of heart (procedure),SNOMED
YYY,52,영상검사,RC0441^^02,◈CT 3D Thoracoabdominal Aorta Angiography (C),7.07E+13,Computed tomography 3 dimensional reconstruction of thoracoabdominal aorta (procedure),SNOMED
YYY,34,영상검사,RC0441^^01,"◈CT 3D Aorta, Thoraco Abdominal",7.07E+13,Computed tomography 3 dimensional reconstruction of thoracoabdominal aorta (procedure),SNOMED
YYY,1,영상검사,RC0441T^^01,"◈CT 3D Aorta, Thoraco Abdominal (Trauma)",7.07E+13,Computed tomography 3 dimensional reconstruction of thoracoabdominal aorta (procedure),SNOMED
ZZZ,23,영상검사,RC0442^^01,◈CT 3D Aorta (VIE),7.07E+13,Computed tomography 3 dimensional reconstruction of aorta (procedure),SNOMED
XXX,3,영상검사,RC044AF^^01,◈CT 3D Heart AF (Atrial Fibrillation),7.07E+13,Computed tomography 3 dimensional reconstruction of heart for atrial fibrillation (procedure),SNOMED
XXX,4,영상검사,RC044RD^^01,CT 3D Rib,7.07E+13,Computed tomography 3 dimensional reconstruction of rib (procedure),SNOMED
XXX,6,영상검사,RC045^^01,CT Chest Low Dose Lung Ca Screening,7.07E+13,Low dose computed tomography of thorax for lung cancer screening (procedure),SNOMED
XXX,2,영상검사,RC050A^^02,CT Liver Lipiodol,7.07E+13,Computed tomography of liver with ethiodized oil contrast (procedure),SNOMED
XXX,1,영상검사,RC058^^02,◈CT Enterography GI Bleeding (C),7.08E+13,Computed tomography of small intestine with contrast for gastrointestinal hemorrhage (procedure),SNOMED
YYY,3,영상검사,RC059^^02,◈CT Enterography Crohn's Disease (C),7.08E+13,Computed tomography of small intestine with contrast for Crohn's disease (procedure),SNOMED
YYY,53,영상검사,RC071O^^02,CT 3D Pelvic Bone,7.09E+13,Computed tomography 3 dimensional reconstruction of pelvic bone (procedure),SNOMED
YYY,4,영상검사,RC071O^^01,CT 3D Pelvic Bone,7.09E+13,Computed tomography 3 dimensional reconstruction of pelvic bone (procedure),SNOMED
ZZZ,2,영상검사,RC06CLD^^02,CT 3D Hand Lt,7.09E+13,Computed tomography 3 dimensional reconstruction of left hand (procedure),SNOMED
XXX,1,영상검사,RC06CLD^^01,CT 3D Hand Lt,7.09E+13,Computed tomography 3 dimensional reconstruction of left hand (procedure),SNOMED
XXX,2,영상검사,RC06CRD^^01,CT 3D Hand Rt,7.10E+13,Computed tomography 3 dimensional reconstruction of right hand (procedure),SNOMED
XXX,1,영상검사,RC06CRD^^02,CT 3D Hand Rt,7.10E+13,Computed tomography 3 dimensional reconstruction of right hand (procedure),SNOMED
XXX,14,영상검사,RC071FL^^02,CT 3D Lumba Spine,7.10E+13,Computed tomography 3 dimensional reconstruction of lumbar spine (procedure),SNOMED
XXX,3,영상검사,RC071FL^^01,CT 3D L-Spine,7.10E+13,Computed tomography 3 dimensional reconstruction of lumbar spine (procedure),SNOMED
YYY,1,영상검사,RC071G^^01,CT 3D Upper Extremity,7.10E+13,Computed tomography 3 dimensional reconstruction of upper limb (procedure),SNOMED
YYY,4,영상검사,RC071H^^02,CT 3D Lower Extremity,7.10E+13,Computed tomography 3 dimensional reconstruction of lower limb (procedure),SNOMED
YYY,3,영상검사,RC5601U^^01,◈CT 3D Upper Extremity Angiography,7.11E+13,Computed tomography angiography of vascular structure of upper limb with contrast (procedure),SNOMED
ZZZ,1,영상검사,RC7651B^^02,CT Guided Upper Extremity Bone Biopsy,7.12E+13,Biopsy of bone of upper limb using computed tomography guidance (procedure),SNOMED
XXX,1,영상검사,RG500M^^02,Stereotactic Biopsy With Marker,7.12E+13,Stereotactic biopsy (procedure),SNOMED
XXX,1,영상검사,RH143R^^02,Internal Iliac Arteriography(Rt),7.13E+13,Angiography of right internal iliac artery (procedure),SNOMED
XXX,2,영상검사,RH321^^01,⊙PTA(Celebral)-Stent,7.14E+13,Percutaneous transluminal arterial angioplasty with insertion of stent into cerebral artery (procedure),SNOMED
XXX,1,영상검사,RH411^^02,Tracheal or Brocheal Dilatation-Balloon,7.15E+13,Balloon dilation of trachea and bronchus (procedure),SNOMED
YYY,1,영상검사,RH422^^01,Biliary tract Dilatation-Balloon,7.15E+13,Balloon dilatation of biliary tract (procedure),SNOMED
YYY,37,영상검사,RHUSC1^^02,US Guide (FOR PCD Chest)_혈관조영실용,7.16E+13,Drainage of chest using ultrasound guidance (procedure),SNOMED
YYY,22,영상검사,RHUSC1^^01,US Guide (FOR PCD Chest),7.16E+13,Drainage of chest using ultrasound guidance (procedure),SNOMED
ZZZ,8,영상검사,RHUSC3^^02,US Guide (FOR PCD Chest)-Both_혈관조영실용,7.16E+13,Drainage of chest using ultrasound guidance (procedure),SNOMED
ZZZ,7,영상검사,RHUSC3^^01,US Guide (FOR PCD Chest) -Both,7.16E+13,Drainage of chest using ultrasound guidance (procedure),SNOMED
XXX,25,영상검사,RHUSL3^^02,US Guide (FOR PCD Liver)-Others_혈관조영실용,7.16E+13,Drainage of liver using ultrasound guidance (procedure),SNOMED
XXX,17,영상검사,RHUSL3^^01,US Guide (FOR PCD Liver) -Others,7.16E+13,Drainage of liver using ultrasound guidance (procedure),SNOMED
XXX,1,영상검사,RHUSOT2^^01,US Guided Aspration Biopsy (MS),7.16E+13,Fine needle aspiration biopsy of musculoskeletal system using ultrasound guidance (procedure),SNOMED
XXX,2,영상검사,RHUSOT3^^02,US Guided Aspiration biopsy (복부심부장기)_혈관조영실용,7.16E+13,Fine needle aspiration biopsy of organ within abdominopelvic cavity using ultrasound guidance (procedure),SNOMED
YYY,2,영상검사,RHUSOT3^^01,Biliary Direct Aspiration Biopsy,7.16E+13,Fine needle aspiration biopsy of organ within abdominopelvic cavity using ultrasound guidance (procedure),SNOMED
YYY,55,영상검사,RHUSV1^^02,US Guide (FOR Vascular procedure-Artery)_혈관조영실용,7.17E+13,Ultrasonic guidance procedure of artery (procedure),SNOMED
YYY,13,영상검사,RHUSV1^^01,US Guide (FOR Vascular procedure-Artery),7.17E+13,Ultrasonic guidance procedure of artery (procedure),SNOMED
ZZZ,10,영상검사,RHUSVB1^^01,US Guide (FOR Vascular procedure-Artery)(B),7.17E+13,Ultrasonic guidance procedure of artery (procedure),SNOMED
XXX,807,영상검사,RHUSV2^^02,US Guide (FOR Vascular procedure-Vein)_혈관조영실용,7.17E+13,Ultrasonic guidance procedure of vein (procedure),SNOMED
XXX,161,영상검사,RHUSV2^^01,US Guide (FOR Vascular procedure-Vein),7.17E+13,Ultrasonic guidance procedure of vein (procedure),SNOMED
XXX,1,영상검사,RM001C^^02,◈MRI Whole Body Study (C),7.17E+13,Magnetic resonance imaging of whole body with contrast (procedure),SNOMED
XXX,1,영상검사,RM006^^02,◈MRI Brain+PWI-(C),7.17E+13,Magnetic resonance imaging cerebral perfusion study with contrast (procedure),SNOMED
XXX,4,영상검사,RM01DC^^01,◈MRI Temporal Bone + Diffusion (C),7.17E+13,Magnetic resonance imaging of head of temporal bone with contrast (procedure),SNOMED
YYY,3,영상검사,RM01C^^02,◈MRI Temporal Bone(C),7.17E+13,Magnetic resonance imaging of head of temporal bone with contrast (procedure),SNOMED
